Gender,Age,Education Level,Marital Status,Household Males,Household Females,Educated Family Members,Oldest Child?,Younger Siblings,Older Siblings,Mother’s Education,Father’s Education,Parents’ Jobs,Family Income,Part-Time Work?,District,Family Abroad,Abroad Country,Plans to Study Abroad,Reasons for Staying,Target Study Abroad Country,Planned Year Abroad,Study Subject Abroad,Decision Difficulty,AI Tool Usefulness (1-10),Current Country,Study Start Date,Study Subject,Choosing Difficulty,AI Tool Usefulness (1-10),Education Quality,Career Prospects,Political Factors,Social Factors,Economic Factors,Safety/Security,University Preference,Language Access,Cultural Exposure,Research Opportunities,Environmental Factors,AI Familiarity,Key AI Factors,Valuable AI Insights,AI Bias Concerns,Trust in AI,Used AI Tools,Additional Comments,Quality Edu Ranking - A,Quality Edu Ranking - B,Career Rank -A,Career Rank -B,Political Rank -A,Political Rank -B,Social Rank -A,Social Rank -B,Economic Rank -A,Economic Rank -B,Safety Rank -A,Safety Rank -B,University Rank -A,University Rank -B,Language Rank -A,Language Rank -B,Cultural Rank -A,Cultural Rank -B,Research Rank -A,Research Rank -B,Environment Rank -A,Environment Rank -B
Male,21-25,Bachelor's Degree,Single,2,3,4,No,,1,Primary,Master's Degree,Government Service,"NPR 30,001 to NPR 60,000",No,Humla,No,,No plan to go,,,,,,,,,,,,Option B,Option A,Option A,Option B,Option B,Option B,Option B,Option B,Option B,Option A,Option B,Moderately familiar,"Accuracy and reliability of the recommendations,Transparency in how the AI tool arrives at its recommendations,Personalization based on your specific preferences and goals,Cost-effectiveness and affordability of the AI tool,User-friendly interface and ease of use","Choosing a country or region,Selecting a specific university or program,Estimating the total cost of studying and living expenses,Understanding visa and immigration requirements,Finding scholarship or financial aid opportunities",Neutral,"Explanations of the reasoning behind the recommendations,Transparency about the data sources and algorithms used,Endorsements or certifications from reputable organizations,User reviews and ratings from other students,Clear explanations of how recommendations align with my preferences",,,,"High tuition fees
 ,Abundant availability of scholarships
 ,Moderate-quality education","Strong career prospects and job opportunities post-graduation
 ,Higher paygrade
 ,Limited availability of part-time job opportunities during studies",,"Political stability and security in the home country,Abundant access to civil liberties and freedom of expression,Lower living expenses due to economic challenges",,,"Abundant opportunities for social interaction
 ,Lower cost of living in quieter areas
 ,Limited social integration and community engagement",,"Limited job opportunities with lower salaries
 ,Abundant availability of affordable housing options,Lower cost of living in rural areas",,"Efficient emergency services,Low crime rates,Active police presence",,"Diverse availability of desired courses,Moderately prestige and reputation of universities
 ,More opportunity after graduation",,"Some level of language barrier may exist making communication less straightforward,Different primary language spoken requiring language adaptation
 ,Requirement for language proficiency tests (IELTS/PET/TOEFL)",,"Greater opportunities for cultural exchange
 ,Limited cultural exposure and diversity on campus
 ,Accessible cultural events","Few collaborations with other researchers
 ,Limited availability of research job opportunities after studies
 ,Abundant research opportunities and resources available during studies",,,"Abundant availability of outdoor recreational activities
 ,Exposure to environmental pollution and degradation,Lower cost of living in environmentally diverse regions"
Female,16-20,Bachelor's Degree,Single,2,2,3,Yes,2,,Bachelor's Degree,Bachelor's Degree,Business,"NPR 60,001 to NPR 80,000",No,Syangja,No,,Yes,,Australia,2029,"STEM (Science, Technology, Engineering, Mathematics)",Very Hard,7,,,,,,Option A,Option B,Option B,Option B,Option A,Option A,Option A,Option A,Option B,Option B,Option B,Very familiar,Personalization based on your specific preferences and goals,Understanding visa and immigration requirements,Not very concerned,Endorsements or certifications from reputable organizations,,,"Moderately priced tuition fees,High-quality education,Limited availability of scholarships",,,"Abundant availability of part-time job opportunities during studies,Moderate career prospects and job opportunities post-graduation,Lower paygrade",,"Higher living expenses due to economic challenges
 ,Political instability and unrest in the home country
 ,Limited access to civil liberties and freedom of expression",,"Abundant opportunities for social interaction
 ,Lower cost of living in quieter areas
 ,Limited social integration and community engagement",,"Abundant availability of affordable housing options,Lower cost of living in rural areas,Limited job opportunities with lower salaries","Inadequate emergency services
 ,High crime rates
 ,Limited police presence",,"Prestige and reputation of universities
 ,Limited availability of desired courses,Few opportunity after graduation",,"No requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Majority of the population speaks a language I am fluent in
 ,Communication is generally easy due to fluency in the local language",,,"Greater opportunities for cultural exchange
 ,Limited cultural exposure and diversity on campus
 ,Accessible cultural events",,"Abundant availability of research job opportunities after studies,High collaborations with other researchers,Limited research opportunities and resources available during studies",,"Lower cost of living in environmentally diverse regions
 ,Exposure to environmental pollution and degradation
 ,Abundant availability of outdoor recreational activities"
Male,16-20,High School,Single,2,2,2,No,,1,Primary,Secondary,Business,"NPR 30,001 to NPR 60,000",Yes,Kavrepalanchok,Yes,Canada,Yes,,United States,2024,"STEM (Science, Technology, Engineering, Mathematics)",Easy,10,,,,,,Option A,Option A,Option B,Option B,Option A,Option A,Option B,Option A,Option B,Option B,Option B,Not familiar at all,Accuracy and reliability of the recommendations,Estimating the total cost of studying and living expenses,Very concerned,Explanations of the reasoning behind the recommendations,,,"High-quality education,Moderately priced tuition fees
 ,Limited availability of scholarships",,"Higher paygrade
 ,Limited availability of part-time job opportunities during studies
 ,Strong career prospects and job opportunities post-graduation",,,"Political instability and unrest in the home country
 ,Higher living expenses due to economic challenges
 ,Limited access to civil liberties and freedom of expression",,"Abundant opportunities for social interaction
 ,Lower cost of living in quieter areas
 ,Limited social integration and community engagement","Higher cost of living in urban areas
 ,Access to diverse job opportunities with competitive salaries
 ,Limited availability of affordable housing options",,"Inadequate emergency services
 ,High crime rates
 ,Limited police presence",,,"Moderately prestige and reputation of universities
 ,More opportunity after graduation,Diverse availability of desired courses","No requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Majority of the population speaks a language I am fluent in
 ,Communication is generally easy due to fluency in the local language",,,"Greater opportunities for cultural exchange
 ,Limited cultural exposure and diversity on campus
 ,Accessible cultural events",,"High collaborations with other researchers,Abundant availability of research job opportunities after studies,Limited research opportunities and resources available during studies",,"Lower cost of living in environmentally diverse regions
 ,Exposure to environmental pollution and degradation
 ,Abundant availability of outdoor recreational activities"
Female,16-20,Below High School,Single,2,2,3,Yes,1,,Bachelor's Degree,Bachelor's Degree,Business,"NPR 30,001 to NPR 60,000",Yes,Arghakhanchi,No,,No plan to go,,,,,,,,,,,,Option A,Option A,Option A,Option A,Option A,Option B,Option A,Option A,Option A,Option A,Option A,Very familiar,Accuracy and reliability of the recommendations,Understanding visa and immigration requirements,Neutral,Transparency about the data sources and algorithms used,,,"High-quality education,Moderately priced tuition fees
 ,Limited availability of scholarships",,"Limited availability of part-time job opportunities during studies
 ,Higher paygrade
 ,Strong career prospects and job opportunities post-graduation",,"Lower living expenses due to economic challenges,Political stability and security in the home country,Abundant access to civil liberties and freedom of expression",,"Higher cost of living in socially vibrant urban areas,Access to diverse social networks and communities,Few opportunities for social interaction",,"Higher cost of living in urban areas
 ,Access to diverse job opportunities with competitive salaries
 ,Limited availability of affordable housing options",,,"Low crime rates,Active police presence,Efficient emergency services","Prestige and reputation of universities,Few opportunity after graduation,Limited availability of desired courses",,"No requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Majority of the population speaks a language I am fluent in
 ,Communication is generally easy due to fluency in the local language",,"Rich cultural exposure and diversity on campus
 ,Limited access to cultural events,Few opportunities for cultural exchange",,"Few collaborations with other researchers
 ,Limited availability of research job opportunities after studies
 ,Abundant research opportunities and resources available during studies",,"Higher cost of living in environmentally rich regions
 ,Access to clean and sustainable living environments
 ,Limited availability of outdoor recreational activities",
Male,26-30,Master's Degree,Married,3,2,5,Yes,3,,Bachelor's Degree,Bachelor's Degree,Non-Governmental Service,"NPR 60,001 to NPR 80,000",No,Ilam,No,,No plan to go,,,,,,,,,,,,Option A,Option A,Option A,Option A,Option A,Option B,Option A,Option B,Option B,Option B,Option B,Moderately familiar,Accuracy and reliability of the recommendations,Finding scholarship or financial aid opportunities,Neutral,Transparency about the data sources and algorithms used,,,"High-quality education,Moderately priced tuition fees
 ,Limited availability of scholarships",,"Higher paygrade,Strong career prospects and job opportunities post-graduation
 ,Limited availability of part-time job opportunities during studies",,"Political stability and security in the home country,Abundant access to civil liberties and freedom of expression,Lower living expenses due to economic challenges",,"Access to diverse social networks and communities,Few opportunities for social interaction
 ,Higher cost of living in socially vibrant urban areas",,,"Abundant availability of affordable housing options,Lower cost of living in rural areas,Limited job opportunities with lower salaries",,"Efficient emergency services,Low crime rates,Active police presence","Prestige and reputation of universities,Few opportunity after graduation,Limited availability of desired courses",,,"Different primary language spoken requiring language adaptation
 ,Some level of language barrier may exist making communication less straightforward,Requirement for language proficiency tests (IELTS/PET/TOEFL)",,"Limited cultural exposure and diversity on campus
 ,Greater opportunities for cultural exchange
 ,Accessible cultural events",,"High collaborations with other researchers,Abundant availability of research job opportunities after studies,Limited research opportunities and resources available during studies",,"Abundant availability of outdoor recreational activities
 ,Exposure to environmental pollution and degradation
 ,Lower cost of living in environmentally diverse regions"
Male,26-30,Below High School,Single,4,5,9,Yes,1,,Illiterate,Master's Degree,Government Service,"NPR 30,001 to NPR 60,000",Yes,Kathmandu,Yes,Australia,No plan to go,,,,,,,,,,,,Option B,Option A,Option B,Option B,Option A,Option B,Option B,Option A,Option A,Option A,Option B,Moderately familiar,Accuracy and reliability of the recommendations,Finding scholarship or financial aid opportunities,Neutral,Endorsements or certifications from reputable organizations,No,Yes,,"Abundant availability of scholarships
 ,Moderate-quality education
 ,High tuition fees","Higher paygrade
 ,Strong career prospects and job opportunities post-graduation
 ,Limited availability of part-time job opportunities during studies",,,"Political instability and unrest in the home country
 ,Higher living expenses due to economic challenges
 ,Limited access to civil liberties and freedom of expression",,"Abundant opportunities for social interaction
 ,Lower cost of living in quieter areas
 ,Limited social integration and community engagement","Higher cost of living in urban areas
 ,Access to diverse job opportunities with competitive salaries
 ,Limited availability of affordable housing options",,,"Active police presence,Efficient emergency services,Low crime rates",,"Moderately prestige and reputation of universities
 ,Diverse availability of desired courses
 ,More opportunity after graduation","No requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Majority of the population speaks a language I am fluent in
 ,Communication is generally easy due to fluency in the local language",,"Rich cultural exposure and diversity on campus
 ,Limited access to cultural events,Few opportunities for cultural exchange",,"Abundant research opportunities and resources available during studies
 ,Few collaborations with other researchers
 ,Limited availability of research job opportunities after studies",,,"Abundant availability of outdoor recreational activities
 ,Exposure to environmental pollution and degradation
 ,Lower cost of living in environmentally diverse regions"
Male,16-20,Bachelor's Degree,Single,2,2,2,Yes,1,,Illiterate,Bachelor's Degree,Business,"NPR 30,001 to NPR 60,000",No,Salyan,No,,No plan to go,,,,,,,,,,,,Option A,Option B,Option B,Option B,Option B,Option B,Option A,Option A,Option A,Option A,Option A,Moderately familiar,Accuracy and reliability of the recommendations,Finding scholarship or financial aid opportunities,Neutral,User reviews and ratings from other students,,,"Moderately priced tuition fees
 ,High-quality education,Limited availability of scholarships",,,"Abundant availability of part-time job opportunities during studies,Lower paygrade,Moderate career prospects and job opportunities post-graduation",,"Higher living expenses due to economic challenges
 ,Political instability and unrest in the home country
 ,Limited access to civil liberties and freedom of expression",,"Abundant opportunities for social interaction
 ,Lower cost of living in quieter areas
 ,Limited social integration and community engagement",,"Higher cost of living in urban areas
 ,Access to diverse job opportunities with competitive salaries
 ,Limited availability of affordable housing options",,"Active police presence,Efficient emergency services,Low crime rates","Few opportunity after graduation,Prestige and reputation of universities
 ,Limited availability of desired courses",,"Majority of the population speaks a language I am fluent in
 ,Communication is generally easy due to fluency in the local language
 ,No requirement for language proficiency tests (IELTS/PET/TOEFL)",,"Limited access to cultural events,Rich cultural exposure and diversity on campus
 ,Few opportunities for cultural exchange",,"Abundant research opportunities and resources available during studies
 ,Limited availability of research job opportunities after studies
 ,Few collaborations with other researchers",,"Access to clean and sustainable living environments
 ,Higher cost of living in environmentally rich regions
 ,Limited availability of outdoor recreational activities",
Male,16-20,High School,Single,2,2,2,Yes,1,,Bachelor's Degree,Bachelor's Degree,Agriculture,"Below NPR 30,000",No,Jumla,No,,I am already in Abroad,,,,,,,Germany,01/02/2022,Business and Economics,Neutral,6,Option A,Option A,Option A,Option A,Option B,Option B,Option B,Option B,Option B,Option B,Option A,Moderately familiar,Accuracy and reliability of the recommendations,Finding scholarship or financial aid opportunities,Somewhat concerned,User reviews and ratings from other students,,,"High-quality education,Moderately priced tuition fees
 ,Limited availability of scholarships",,"Limited availability of part-time job opportunities during studies
 ,Higher paygrade
 ,Strong career prospects and job opportunities post-graduation",,"Political stability and security in the home country,Lower living expenses due to economic challenges,Abundant access to civil liberties and freedom of expression",,"Access to diverse social networks and communities,Few opportunities for social interaction
 ,Higher cost of living in socially vibrant urban areas",,,"Abundant availability of affordable housing options,Lower cost of living in rural areas,Limited job opportunities with lower salaries",,"Active police presence,Efficient emergency services,Low crime rates",,"Diverse availability of desired courses,Moderately prestige and reputation of universities
 ,More opportunity after graduation",,"Some level of language barrier may exist making communication less straightforward,Requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Different primary language spoken requiring language adaptation",,"Limited cultural exposure and diversity on campus
 ,Accessible cultural events
 ,Greater opportunities for cultural exchange",,"Abundant availability of research job opportunities after studies,High collaborations with other researchers,Limited research opportunities and resources available during studies","Access to clean and sustainable living environments
 ,Higher cost of living in environmentally rich regions
 ,Limited availability of outdoor recreational activities",
Female,21-25,Bachelor's Degree,Single,3,0,3,No,,3,Secondary,Secondary,Business,"NPR 1,10,001 to NPR 2,00,000",Yes,Jhapa,Yes,Australia,Yes,,Australia,2025,Business and Economics,Neutral,2,,,,,,Option A,Option B,Option B,Option B,Option B,Option A,Option A,Option B,Option A,Option B,Option A,Slightly familiar,Transparency in how the AI tool arrives at its recommendations,Estimating the total cost of studying and living expenses,Neutral,User reviews and ratings from other students,Yes snap ai 😁,Ntg,"High-quality education,Moderately priced tuition fees
 ,Limited availability of scholarships",,,"Abundant availability of part-time job opportunities during studies,Lower paygrade,Moderate career prospects and job opportunities post-graduation",,"Limited access to civil liberties and freedom of expression
 ,Higher living expenses due to economic challenges
 ,Political instability and unrest in the home country",,"Abundant opportunities for social interaction
 ,Lower cost of living in quieter areas
 ,Limited social integration and community engagement",,"Limited job opportunities with lower salaries
 ,Abundant availability of affordable housing options,Lower cost of living in rural areas","Inadequate emergency services
 ,High crime rates
 ,Limited police presence",,"Prestige and reputation of universities
 ,Few opportunity after graduation,Limited availability of desired courses",,,"Different primary language spoken requiring language adaptation
 ,Requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Some level of language barrier may exist making communication less straightforward","Limited access to cultural events,Rich cultural exposure and diversity on campus
 ,Few opportunities for cultural exchange",,,"High collaborations with other researchers,Abundant availability of research job opportunities after studies,Limited research opportunities and resources available during studies","Access to clean and sustainable living environments
 ,Higher cost of living in environmentally rich regions
 ,Limited availability of outdoor recreational activities",
Non-binary,16-20,Below High School,Single,1,2,3,Yes,1,,Secondary,Secondary,Non-Governmental Service,"Below NPR 30,000",No,Rupandehi,No,,No plan to go,,,,,,,,,,,,Option A,Option A,Option B,Option B,Option A,Option B,Option A,Option A,Option A,Option A,Option A,Moderately familiar,Accuracy and reliability of the recommendations,Estimating the total cost of studying and living expenses,Very concerned,Explanations of the reasoning behind the recommendations,,,"Moderately priced tuition fees
 ,High-quality education,Limited availability of scholarships",,"Limited availability of part-time job opportunities during studies
 ,Higher paygrade
 ,Strong career prospects and job opportunities post-graduation",,,"Limited access to civil liberties and freedom of expression
 ,Higher living expenses due to economic challenges
 ,Political instability and unrest in the home country",,"Abundant opportunities for social interaction
 ,Lower cost of living in quieter areas
 ,Limited social integration and community engagement","Access to diverse job opportunities with competitive salaries
 ,Limited availability of affordable housing options
 ,Higher cost of living in urban areas",,,"Efficient emergency services,Low crime rates,Active police presence","Limited availability of desired courses,Prestige and reputation of universities
 ,Few opportunity after graduation",,"No requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Majority of the population speaks a language I am fluent in
 ,Communication is generally easy due to fluency in the local language",,"Rich cultural exposure and diversity on campus
 ,Limited access to cultural events,Few opportunities for cultural exchange",,"Abundant research opportunities and resources available during studies
 ,Few collaborations with other researchers
 ,Limited availability of research job opportunities after studies",,"Higher cost of living in environmentally rich regions
 ,Access to clean and sustainable living environments
 ,Limited availability of outdoor recreational activities",
Female,41-50,Master's Degree,Married,1,2,3,Yes,1,,Bachelor's Degree,Bachelor's Degree,Agriculture,"NPR 60,001 to NPR 80,000",No,Nawalpur,No,,No plan to go,,,,,,,,,,,,Option A,Option A,Option B,Option B,Option A,Option B,Option B,Option A,Option A,Option A,Option A,Very familiar,Personalization based on your specific preferences and goals,Estimating the total cost of studying and living expenses,Not very concerned,Endorsements or certifications from reputable organizations,,,"Moderately priced tuition fees
 ,High-quality education,Limited availability of scholarships",,"Higher paygrade
 ,Strong career prospects and job opportunities post-graduation
 ,Limited availability of part-time job opportunities during studies",,,"Higher living expenses due to economic challenges
 ,Limited access to civil liberties and freedom of expression
 ,Political instability and unrest in the home country",,"Abundant opportunities for social interaction
 ,Lower cost of living in quieter areas
 ,Limited social integration and community engagement",,"Limited job opportunities with lower salaries
 ,Abundant availability of affordable housing options,Lower cost of living in rural areas",,"Active police presence,Efficient emergency services,Low crime rates",,"Moderately prestige and reputation of universities
 ,More opportunity after graduation,Diverse availability of desired courses","No requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Majority of the population speaks a language I am fluent in
 ,Communication is generally easy due to fluency in the local language",,"Rich cultural exposure and diversity on campus
 ,Limited access to cultural events,Few opportunities for cultural exchange",,"Few collaborations with other researchers
 ,Abundant research opportunities and resources available during studies
 ,Limited availability of research job opportunities after studies",,"Access to clean and sustainable living environments
 ,Limited availability of outdoor recreational activities
 ,Higher cost of living in environmentally rich regions",
