Respondent_ID,Choice_Set_ID,Main_Choice,Sub_Option,Rank,Abroad Study?
83,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,Yes
83,Political Factors,A,Lower living expenses due to economic challenges,1,Yes
83,Political Factors,A,Political stability and security in the home country,2,Yes
83,Political Factors,A,Abundant access to civil liberties and freedom of expression,3,Yes
83,Social Factors,B,Abundant opportunities for social interaction,1,Yes
83,Social Factors,B,Limited social integration and community engagement,2,Yes
83,Social Factors,B,Lower cost of living in quieter areas,3,Yes
83,Economic Factors,A,Access to diverse job opportunities with competitive salaries,1,Yes
83,Economic Factors,A,Higher cost of living in urban areas,2,Yes
83,Economic Factors,A,Limited availability of affordable housing options,3,Yes
83,Safety/Security,B,Low crime rates,1,Yes
83,Safety/Security,B,Active police presence,2,Yes
83,Safety/Security,B,Efficient emergency services,3,Yes
83,University Preference,B,Diverse availability of desired courses,1,Yes
83,University Preference,B,Moderately prestige and reputation of universities,2,Yes
83,University Preference,B,More opportunity after graduation,3,Yes
83,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),1,Yes
83,Language Access,A,Majority of the population speaks a language I am fluent in,2,Yes
83,Language Access,A,Communication is generally easy due to fluency in the local language,3,Yes
83,Cultural Exposure,B,Limited cultural exposure and diversity on campus,1,Yes
83,Cultural Exposure,B,Accessible cultural events,2,Yes
83,Cultural Exposure,B,Greater opportunities for cultural exchange,3,Yes
83,Research Opportunities,B,High collaborations with other researchers,1,Yes
83,Research Opportunities,B,Abundant availability of research job opportunities after studies,2,Yes
83,Research Opportunities,B,Limited research opportunities and resources available during studies,3,Yes
83,Environmental Factors,A,Access to clean and sustainable living environments,1,Yes
83,Environmental Factors,A,Limited availability of outdoor recreational activities,2,Yes
83,Environmental Factors,A,Higher cost of living in environmentally rich regions,3,Yes
84,Education Quality,B,Abundant availability of scholarships,1,Yes
84,Education Quality,B,Moderate-quality education,2,Yes
84,Education Quality,B,High tuition fees,3,Yes
84,Career Prospects,B,Abundant availability of part-time job opportunities during studies,1,Yes
84,Career Prospects,B,Moderate career prospects and job opportunities post-graduation,2,Yes
84,Career Prospects,B,Lower paygrade,3,Yes
84,Political Factors,A,Political stability and security in the home country,1,Yes
84,Political Factors,A,Abundant access to civil liberties and freedom of expression,2,Yes
84,Political Factors,A,Lower living expenses due to economic challenges,3,Yes
84,Social Factors,B,Abundant opportunities for social interaction,1,Yes
84,Social Factors,B,Lower cost of living in quieter areas,2,Yes
84,Social Factors,B,Limited social integration and community engagement,3,Yes
84,Economic Factors,A,Access to diverse job opportunities with competitive salaries,1,Yes
84,Economic Factors,A,Higher cost of living in urban areas,2,Yes
84,Economic Factors,A,Limited availability of affordable housing options,3,Yes
84,Safety/Security,B,Low crime rates,1,Yes
84,Safety/Security,B,Active police presence,2,Yes
84,Safety/Security,B,Efficient emergency services,3,Yes
84,University Preference,B,Moderately prestige and reputation of universities,1,Yes
84,University Preference,B,More opportunity after graduation,2,Yes
84,University Preference,B,Diverse availability of desired courses,3,Yes
84,Language Access,B,Some level of language barrier may exist making communication less straightforward,1,Yes
84,Language Access,B,Requirement for language proficiency tests (IELTS/PET/TOEFL),2,Yes
84,Language Access,B,Different primary language spoken requiring language adaptation,3,Yes
84,Cultural Exposure,B,Greater opportunities for cultural exchange,1,Yes
84,Cultural Exposure,B,Accessible cultural events,2,Yes
84,Cultural Exposure,B,Limited cultural exposure and diversity on campus,3,Yes
84,Research Opportunities,B,High collaborations with other researchers,1,Yes
84,Research Opportunities,B,Abundant availability of research job opportunities after studies,2,Yes
84,Research Opportunities,B,Limited research opportunities and resources available during studies,3,Yes
84,Environmental Factors,A,Access to clean and sustainable living environments,1,Yes
84,Environmental Factors,A,Limited availability of outdoor recreational activities,2,Yes
84,Environmental Factors,A,Higher cost of living in environmentally rich regions,3,Yes
85,Education Quality,B,Moderate-quality education,1,No plan to go
85,Education Quality,B,Abundant availability of scholarships,2,No plan to go
85,Education Quality,B,High tuition fees,3,No plan to go
85,Career Prospects,B,Lower paygrade,1,No plan to go
85,Career Prospects,B,Abundant availability of part-time job opportunities during studies,2,No plan to go
85,Career Prospects,B,Moderate career prospects and job opportunities post-graduation,3,No plan to go
85,Political Factors,A,Political stability and security in the home country,1,No plan to go
85,Political Factors,A,Abundant access to civil liberties and freedom of expression,2,No plan to go
85,Political Factors,A,Lower living expenses due to economic challenges,3,No plan to go
85,Social Factors,A,Few opportunities for social interaction,1,No plan to go
85,Social Factors,A,Access to diverse social networks and communities,2,No plan to go
85,Social Factors,A,Higher cost of living in socially vibrant urban areas,3,No plan to go
85,Safety/Security,B,Low crime rates,1,No plan to go
85,Safety/Security,B,Active police presence,2,No plan to go
85,Safety/Security,B,Efficient emergency services,3,No plan to go
85,University Preference,B,Diverse availability of desired courses,1,No plan to go
85,University Preference,B,Moderately prestige and reputation of universities,2,No plan to go
85,University Preference,B,More opportunity after graduation,3,No plan to go
85,Language Access,B,Some level of language barrier may exist making communication less straightforward,1,No plan to go
85,Language Access,B,Different primary language spoken requiring language adaptation,2,No plan to go
85,Language Access,B,Requirement for language proficiency tests (IELTS/PET/TOEFL),3,No plan to go
85,Cultural Exposure,A,Rich cultural exposure and diversity on campus,1,No plan to go
85,Cultural Exposure,A,Limited access to cultural events,2,No plan to go
85,Cultural Exposure,A,Few opportunities for cultural exchange,3,No plan to go
85,Research Opportunities,B,High collaborations with other researchers,1,No plan to go
85,Research Opportunities,B,Abundant availability of research job opportunities after studies,2,No plan to go
85,Research Opportunities,B,Limited research opportunities and resources available during studies,3,No plan to go
85,Environmental Factors,A,Higher cost of living in environmentally rich regions,1,No plan to go
85,Environmental Factors,A,Access to clean and sustainable living environments,2,No plan to go
85,Environmental Factors,A,Limited availability of outdoor recreational activities,3,No plan to go
86,Education Quality,A,Limited availability of scholarships,1,No plan to go
86,Education Quality,A,High-quality education,2,No plan to go
86,Education Quality,A,Moderately priced tuition fees,3,No plan to go
86,Career Prospects,A,Higher paygrade,1,No plan to go
86,Career Prospects,A,Strong career prospects and job opportunities post-graduation,2,No plan to go
86,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,No plan to go
86,Political Factors,B,Political instability and unrest in the home country,1,No plan to go
86,Political Factors,B,Higher living expenses due to economic challenges,2,No plan to go
86,Political Factors,B,Limited access to civil liberties and freedom of expression,3,No plan to go
86,Social Factors,B,Lower cost of living in quieter areas,1,No plan to go
86,Social Factors,B,Limited social integration and community engagement,2,No plan to go
86,Social Factors,B,Abundant opportunities for social interaction,3,No plan to go
86,Economic Factors,A,Access to diverse job opportunities with competitive salaries,1,No plan to go
86,Economic Factors,A,Higher cost of living in urban areas,2,No plan to go
86,Economic Factors,A,Limited availability of affordable housing options,3,No plan to go
86,Safety/Security,A,High crime rates,1,No plan to go
86,Safety/Security,A,Limited police presence,2,No plan to go
86,Safety/Security,A,Inadequate emergency services,3,No plan to go
86,University Preference,A,Prestige and reputation of universities,1,No plan to go
86,University Preference,A,Few opportunity after graduation,2,No plan to go
86,University Preference,A,Limited availability of desired courses,3,No plan to go
86,Language Access,A,Communication is generally easy due to fluency in the local language,1,No plan to go
86,Language Access,A,Majority of the population speaks a language I am fluent in,2,No plan to go
86,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),3,No plan to go
86,Cultural Exposure,B,Greater opportunities for cultural exchange,1,No plan to go
86,Cultural Exposure,B,Accessible cultural events,2,No plan to go
86,Cultural Exposure,B,Limited cultural exposure and diversity on campus,3,No plan to go
86,Research Opportunities,A,Abundant research opportunities and resources available during studies,1,No plan to go
86,Research Opportunities,A,Few collaborations with other researchers,2,No plan to go
86,Research Opportunities,A,Limited availability of research job opportunities after studies,3,No plan to go
86,Environmental Factors,B,Exposure to environmental pollution and degradation,1,No plan to go
86,Environmental Factors,B,Abundant availability of outdoor recreational activities,2,No plan to go
86,Environmental Factors,B,Lower cost of living in environmentally diverse regions,3,No plan to go
87,Education Quality,A,Moderately priced tuition fees,1,Yes
87,Education Quality,A,High-quality education,2,Yes
87,Education Quality,A,Limited availability of scholarships,3,Yes
87,Career Prospects,A,Higher paygrade,1,Yes
87,Career Prospects,A,Strong career prospects and job opportunities post-graduation,2,Yes
87,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,Yes
87,Political Factors,A,Lower living expenses due to economic challenges,1,Yes
87,Political Factors,A,Political stability and security in the home country,2,Yes
87,Political Factors,A,Abundant access to civil liberties and freedom of expression,3,Yes
87,Social Factors,A,Higher cost of living in socially vibrant urban areas,1,Yes
87,Social Factors,A,Access to diverse social networks and communities,2,Yes
87,Social Factors,A,Few opportunities for social interaction,3,Yes
87,Economic Factors,A,Access to diverse job opportunities with competitive salaries,1,Yes
87,Economic Factors,A,Higher cost of living in urban areas,2,Yes
87,Economic Factors,A,Limited availability of affordable housing options,3,Yes
87,Safety/Security,B,Low crime rates,1,Yes
87,Safety/Security,B,Efficient emergency services,2,Yes
87,Safety/Security,B,Active police presence,3,Yes
87,University Preference,B,Diverse availability of desired courses,1,Yes
87,University Preference,B,Moderately prestige and reputation of universities,2,Yes
87,University Preference,B,More opportunity after graduation,3,Yes
87,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),1,Yes
87,Language Access,A,Majority of the population speaks a language I am fluent in,2,Yes
87,Language Access,A,Communication is generally easy due to fluency in the local language,3,Yes
87,Cultural Exposure,B,Limited cultural exposure and diversity on campus,1,Yes
87,Cultural Exposure,B,Accessible cultural events,2,Yes
87,Cultural Exposure,B,Greater opportunities for cultural exchange,3,Yes
87,Research Opportunities,B,High collaborations with other researchers,1,Yes
87,Research Opportunities,B,Abundant availability of research job opportunities after studies,2,Yes
87,Research Opportunities,B,Limited research opportunities and resources available during studies,3,Yes
87,Environmental Factors,A,Limited availability of outdoor recreational activities,1,Yes
87,Environmental Factors,A,Access to clean and sustainable living environments,2,Yes
87,Environmental Factors,A,Higher cost of living in environmentally rich regions,3,Yes
88,Education Quality,B,Abundant availability of scholarships,1,Yes
88,Education Quality,B,Moderate-quality education,2,Yes
88,Education Quality,B,High tuition fees,3,Yes
88,Career Prospects,A,Higher paygrade,1,Yes
88,Career Prospects,A,Limited availability of part-time job opportunities during studies,2,Yes
88,Career Prospects,A,Strong career prospects and job opportunities post-graduation,3,Yes
88,Political Factors,A,Lower living expenses due to economic challenges,1,Yes
88,Political Factors,A,Political stability and security in the home country,2,Yes
88,Political Factors,A,Abundant access to civil liberties and freedom of expression,3,Yes
88,Social Factors,B,Lower cost of living in quieter areas,1,Yes
88,Social Factors,B,Abundant opportunities for social interaction,2,Yes
88,Social Factors,B,Limited social integration and community engagement,3,Yes
88,Economic Factors,A,Access to diverse job opportunities with competitive salaries,1,Yes
88,Economic Factors,A,Higher cost of living in urban areas,2,Yes
88,Economic Factors,A,Limited availability of affordable housing options,3,Yes
88,Safety/Security,A,Limited police presence,1,Yes
88,Safety/Security,A,Inadequate emergency services,2,Yes
88,Safety/Security,A,High crime rates,3,Yes
88,University Preference,A,Limited availability of desired courses,1,Yes
88,University Preference,A,Few opportunity after graduation,2,Yes
88,University Preference,A,Prestige and reputation of universities,3,Yes
88,Language Access,A,Communication is generally easy due to fluency in the local language,1,Yes
88,Language Access,A,Majority of the population speaks a language I am fluent in,2,Yes
88,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),3,Yes
88,Cultural Exposure,A,Limited access to cultural events,1,Yes
88,Cultural Exposure,A,Few opportunities for cultural exchange,2,Yes
88,Cultural Exposure,A,Rich cultural exposure and diversity on campus,3,Yes
88,Research Opportunities,A,Few collaborations with other researchers,1,Yes
88,Research Opportunities,A,Limited availability of research job opportunities after studies,2,Yes
88,Research Opportunities,A,Abundant research opportunities and resources available during studies,3,Yes
88,Environmental Factors,A,Access to clean and sustainable living environments,1,Yes
88,Environmental Factors,A,Limited availability of outdoor recreational activities,2,Yes
88,Environmental Factors,A,Higher cost of living in environmentally rich regions,3,Yes
89,Education Quality,A,Moderately priced tuition fees,1,I am already in Abroad
89,Education Quality,A,High-quality education,2,I am already in Abroad
89,Education Quality,A,Limited availability of scholarships,3,I am already in Abroad
89,Career Prospects,B,Moderate career prospects and job opportunities post-graduation,1,I am already in Abroad
89,Career Prospects,B,Lower paygrade,2,I am already in Abroad
89,Career Prospects,B,Abundant availability of part-time job opportunities during studies,3,I am already in Abroad
89,Political Factors,B,Higher living expenses due to economic challenges,1,I am already in Abroad
89,Political Factors,B,Political instability and unrest in the home country,2,I am already in Abroad
89,Political Factors,B,Limited access to civil liberties and freedom of expression,3,I am already in Abroad
89,Social Factors,A,Higher cost of living in socially vibrant urban areas,1,I am already in Abroad
89,Social Factors,A,Access to diverse social networks and communities,2,I am already in Abroad
89,Social Factors,A,Few opportunities for social interaction,3,I am already in Abroad
89,Safety/Security,B,Active police presence,1,I am already in Abroad
89,Safety/Security,B,Low crime rates,2,I am already in Abroad
89,Safety/Security,B,Efficient emergency services,3,I am already in Abroad
89,University Preference,B,Diverse availability of desired courses,1,I am already in Abroad
89,University Preference,B,Moderately prestige and reputation of universities,2,I am already in Abroad
89,University Preference,B,More opportunity after graduation,3,I am already in Abroad
89,Language Access,A,Majority of the population speaks a language I am fluent in,1,I am already in Abroad
89,Language Access,A,Communication is generally easy due to fluency in the local language,2,I am already in Abroad
89,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),3,I am already in Abroad
89,Cultural Exposure,A,Rich cultural exposure and diversity on campus,1,I am already in Abroad
89,Cultural Exposure,A,Limited access to cultural events,2,I am already in Abroad
89,Cultural Exposure,A,Few opportunities for cultural exchange,3,I am already in Abroad
89,Research Opportunities,A,Abundant research opportunities and resources available during studies,1,I am already in Abroad
89,Research Opportunities,A,Limited availability of research job opportunities after studies,2,I am already in Abroad
89,Research Opportunities,A,Few collaborations with other researchers,3,I am already in Abroad
89,Environmental Factors,A,Limited availability of outdoor recreational activities,1,I am already in Abroad
89,Environmental Factors,A,Access to clean and sustainable living environments,2,I am already in Abroad
89,Environmental Factors,A,Higher cost of living in environmentally rich regions,3,I am already in Abroad
90,Education Quality,A,High-quality education,1,I am already in Abroad
90,Education Quality,A,Moderately priced tuition fees,2,I am already in Abroad
90,Education Quality,A,Limited availability of scholarships,3,I am already in Abroad
90,Career Prospects,A,Strong career prospects and job opportunities post-graduation,1,I am already in Abroad
90,Career Prospects,A,Higher paygrade,2,I am already in Abroad
90,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,I am already in Abroad
90,Political Factors,B,Political instability and unrest in the home country,1,I am already in Abroad
90,Political Factors,B,Limited access to civil liberties and freedom of expression,2,I am already in Abroad
90,Political Factors,B,Higher living expenses due to economic challenges,3,I am already in Abroad
90,Social Factors,B,Lower cost of living in quieter areas,1,I am already in Abroad
90,Social Factors,B,Limited social integration and community engagement,2,I am already in Abroad
90,Social Factors,B,Abundant opportunities for social interaction,3,I am already in Abroad
90,Safety/Security,B,Efficient emergency services,1,I am already in Abroad
90,Safety/Security,B,Active police presence,2,I am already in Abroad
90,Safety/Security,B,Low crime rates,3,I am already in Abroad
90,University Preference,B,More opportunity after graduation,1,I am already in Abroad
90,University Preference,B,Diverse availability of desired courses,2,I am already in Abroad
90,University Preference,B,Moderately prestige and reputation of universities,3,I am already in Abroad
90,Language Access,B,Requirement for language proficiency tests (IELTS/PET/TOEFL),1,I am already in Abroad
90,Language Access,B,Different primary language spoken requiring language adaptation,2,I am already in Abroad
90,Language Access,B,Some level of language barrier may exist making communication less straightforward,3,I am already in Abroad
90,Cultural Exposure,B,Limited cultural exposure and diversity on campus,1,I am already in Abroad
90,Cultural Exposure,B,Accessible cultural events,2,I am already in Abroad
90,Cultural Exposure,B,Greater opportunities for cultural exchange,3,I am already in Abroad
90,Research Opportunities,B,High collaborations with other researchers,1,I am already in Abroad
90,Research Opportunities,B,Abundant availability of research job opportunities after studies,2,I am already in Abroad
90,Research Opportunities,B,Limited research opportunities and resources available during studies,3,I am already in Abroad
90,Environmental Factors,A,Access to clean and sustainable living environments,1,I am already in Abroad
90,Environmental Factors,A,Limited availability of outdoor recreational activities,2,I am already in Abroad
90,Environmental Factors,A,Higher cost of living in environmentally rich regions,3,I am already in Abroad
91,Education Quality,B,Abundant availability of scholarships,1,I am already in Abroad
91,Education Quality,B,Moderate-quality education,2,I am already in Abroad
91,Education Quality,B,High tuition fees,3,I am already in Abroad
91,Career Prospects,A,Strong career prospects and job opportunities post-graduation,1,I am already in Abroad
91,Career Prospects,A,Higher paygrade,2,I am already in Abroad
91,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,I am already in Abroad
91,Political Factors,A,Political stability and security in the home country,1,I am already in Abroad
91,Political Factors,A,Abundant access to civil liberties and freedom of expression,2,I am already in Abroad
91,Political Factors,A,Lower living expenses due to economic challenges,3,I am already in Abroad
91,Social Factors,A,Higher cost of living in socially vibrant urban areas,1,I am already in Abroad
91,Social Factors,A,Access to diverse social networks and communities,2,I am already in Abroad
91,Social Factors,A,Few opportunities for social interaction,3,I am already in Abroad
91,Economic Factors,A,Limited availability of affordable housing options,1,I am already in Abroad
91,Economic Factors,A,Access to diverse job opportunities with competitive salaries,2,I am already in Abroad
91,Economic Factors,A,Higher cost of living in urban areas,3,I am already in Abroad
91,Safety/Security,B,Low crime rates,1,I am already in Abroad
91,Safety/Security,B,Efficient emergency services,2,I am already in Abroad
91,Safety/Security,B,Active police presence,3,I am already in Abroad
91,University Preference,B,More opportunity after graduation,1,I am already in Abroad
91,University Preference,B,Diverse availability of desired courses,2,I am already in Abroad
91,University Preference,B,Moderately prestige and reputation of universities,3,I am already in Abroad
91,Language Access,B,Different primary language spoken requiring language adaptation,1,I am already in Abroad
91,Language Access,B,Requirement for language proficiency tests (IELTS/PET/TOEFL),2,I am already in Abroad
91,Language Access,B,Some level of language barrier may exist making communication less straightforward,3,I am already in Abroad
91,Cultural Exposure,B,Limited cultural exposure and diversity on campus,1,I am already in Abroad
91,Cultural Exposure,B,Accessible cultural events,2,I am already in Abroad
91,Cultural Exposure,B,Greater opportunities for cultural exchange,3,I am already in Abroad
91,Research Opportunities,B,Abundant availability of research job opportunities after studies,1,I am already in Abroad
91,Research Opportunities,B,High collaborations with other researchers,2,I am already in Abroad
91,Research Opportunities,B,Limited research opportunities and resources available during studies,3,I am already in Abroad
91,Environmental Factors,A,Higher cost of living in environmentally rich regions,1,I am already in Abroad
91,Environmental Factors,A,Access to clean and sustainable living environments,2,I am already in Abroad
91,Environmental Factors,A,Limited availability of outdoor recreational activities,3,I am already in Abroad
92,Education Quality,A,Limited availability of scholarships,1,I am already in Abroad
92,Education Quality,A,High-quality education,2,I am already in Abroad
92,Education Quality,A,Moderately priced tuition fees,3,I am already in Abroad
92,Career Prospects,A,Strong career prospects and job opportunities post-graduation,1,I am already in Abroad
92,Career Prospects,A,Higher paygrade,2,I am already in Abroad
92,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,I am already in Abroad
92,Political Factors,A,Lower living expenses due to economic challenges,1,I am already in Abroad
92,Political Factors,A,Political stability and security in the home country,2,I am already in Abroad
92,Political Factors,A,Abundant access to civil liberties and freedom of expression,3,I am already in Abroad
92,Social Factors,B,Lower cost of living in quieter areas,1,I am already in Abroad
92,Social Factors,B,Abundant opportunities for social interaction,2,I am already in Abroad
92,Social Factors,B,Limited social integration and community engagement,3,I am already in Abroad
92,Economic Factors,A,Higher cost of living in urban areas,1,I am already in Abroad
92,Economic Factors,A,Access to diverse job opportunities with competitive salaries,2,I am already in Abroad
92,Economic Factors,A,Limited availability of affordable housing options,3,I am already in Abroad
92,Safety/Security,B,Low crime rates,1,I am already in Abroad
92,Safety/Security,B,Efficient emergency services,2,I am already in Abroad
92,Safety/Security,B,Active police presence,3,I am already in Abroad
92,University Preference,B,More opportunity after graduation,1,I am already in Abroad
92,University Preference,B,Diverse availability of desired courses,2,I am already in Abroad
92,University Preference,B,Moderately prestige and reputation of universities,3,I am already in Abroad
92,Language Access,B,Some level of language barrier may exist making communication less straightforward,1,I am already in Abroad
92,Language Access,B,Different primary language spoken requiring language adaptation,2,I am already in Abroad
92,Language Access,B,Requirement for language proficiency tests (IELTS/PET/TOEFL),3,I am already in Abroad
92,Cultural Exposure,B,Limited cultural exposure and diversity on campus,1,I am already in Abroad
92,Cultural Exposure,B,Accessible cultural events,2,I am already in Abroad
92,Cultural Exposure,B,Greater opportunities for cultural exchange,3,I am already in Abroad
92,Research Opportunities,B,Abundant availability of research job opportunities after studies,1,I am already in Abroad
92,Research Opportunities,B,High collaborations with other researchers,2,I am already in Abroad
92,Research Opportunities,B,Limited research opportunities and resources available during studies,3,I am already in Abroad
92,Environmental Factors,A,Access to clean and sustainable living environments,1,I am already in Abroad
92,Environmental Factors,A,Limited availability of outdoor recreational activities,2,I am already in Abroad
92,Environmental Factors,A,Higher cost of living in environmentally rich regions,3,I am already in Abroad
93,Education Quality,B,Abundant availability of scholarships,1,Yes
93,Education Quality,B,Moderate-quality education,2,Yes
93,Education Quality,B,High tuition fees,3,Yes
93,Career Prospects,A,Higher paygrade,1,Yes
93,Career Prospects,A,Strong career prospects and job opportunities post-graduation,2,Yes
93,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,Yes
93,Political Factors,B,Higher living expenses due to economic challenges,1,Yes
93,Political Factors,B,Political instability and unrest in the home country,2,Yes
93,Political Factors,B,Limited access to civil liberties and freedom of expression,3,Yes
93,Social Factors,A,Higher cost of living in socially vibrant urban areas,1,Yes
93,Social Factors,A,Few opportunities for social interaction,2,Yes
93,Social Factors,A,Access to diverse social networks and communities,3,Yes
93,Economic Factors,A,Access to diverse job opportunities with competitive salaries,1,Yes
93,Economic Factors,A,Limited availability of affordable housing options,2,Yes
93,Economic Factors,A,Higher cost of living in urban areas,3,Yes
93,Safety/Security,B,Active police presence,1,Yes
93,Safety/Security,B,Low crime rates,2,Yes
93,Safety/Security,B,Efficient emergency services,3,Yes
93,University Preference,A,Limited availability of desired courses,1,Yes
93,University Preference,A,Prestige and reputation of universities,2,Yes
93,University Preference,A,Few opportunity after graduation,3,Yes
93,Language Access,A,Communication is generally easy due to fluency in the local language,1,Yes
93,Language Access,A,Majority of the population speaks a language I am fluent in,2,Yes
93,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),3,Yes
93,Cultural Exposure,B,Accessible cultural events,1,Yes
93,Cultural Exposure,B,Limited cultural exposure and diversity on campus,2,Yes
93,Cultural Exposure,B,Greater opportunities for cultural exchange,3,Yes
93,Research Opportunities,A,Abundant research opportunities and resources available during studies,1,Yes
93,Research Opportunities,A,Few collaborations with other researchers,2,Yes
93,Research Opportunities,A,Limited availability of research job opportunities after studies,3,Yes
93,Environmental Factors,A,Higher cost of living in environmentally rich regions,1,Yes
93,Environmental Factors,A,Access to clean and sustainable living environments,2,Yes
93,Environmental Factors,A,Limited availability of outdoor recreational activities,3,Yes
94,Education Quality,A,Limited availability of scholarships,1,Yes
94,Education Quality,A,High-quality education,2,Yes
94,Education Quality,A,Moderately priced tuition fees,3,Yes
94,Career Prospects,A,Higher paygrade,1,Yes
94,Career Prospects,A,Strong career prospects and job opportunities post-graduation,2,Yes
94,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,Yes
94,Political Factors,B,Political instability and unrest in the home country,1,Yes
94,Political Factors,B,Higher living expenses due to economic challenges,2,Yes
94,Political Factors,B,Limited access to civil liberties and freedom of expression,3,Yes
94,Social Factors,B,Lower cost of living in quieter areas,1,Yes
94,Social Factors,B,Abundant opportunities for social interaction,2,Yes
94,Social Factors,B,Limited social integration and community engagement,3,Yes
94,Economic Factors,A,Limited availability of affordable housing options,1,Yes
94,Economic Factors,A,Access to diverse job opportunities with competitive salaries,2,Yes
94,Economic Factors,A,Higher cost of living in urban areas,3,Yes
94,Safety/Security,B,Efficient emergency services,1,Yes
94,Safety/Security,B,Active police presence,2,Yes
94,Safety/Security,B,Low crime rates,3,Yes
94,University Preference,A,Prestige and reputation of universities,1,Yes
94,University Preference,A,Few opportunity after graduation,2,Yes
94,University Preference,A,Limited availability of desired courses,3,Yes
94,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),1,Yes
94,Language Access,A,Majority of the population speaks a language I am fluent in,2,Yes
94,Language Access,A,Communication is generally easy due to fluency in the local language,3,Yes
94,Cultural Exposure,A,Rich cultural exposure and diversity on campus,1,Yes
94,Cultural Exposure,A,Limited access to cultural events,2,Yes
94,Cultural Exposure,A,Few opportunities for cultural exchange,3,Yes
94,Research Opportunities,A,Abundant research opportunities and resources available during studies,1,Yes
94,Research Opportunities,A,Few collaborations with other researchers,2,Yes
94,Research Opportunities,A,Limited availability of research job opportunities after studies,3,Yes
94,Environmental Factors,B,Lower cost of living in environmentally diverse regions,1,Yes
94,Environmental Factors,B,Exposure to environmental pollution and degradation,2,Yes
94,Environmental Factors,B,Abundant availability of outdoor recreational activities,3,Yes
95,Education Quality,A,Moderately priced tuition fees,1,I am already in Abroad
95,Education Quality,A,High-quality education,2,I am already in Abroad
95,Education Quality,A,Limited availability of scholarships,3,I am already in Abroad
95,Career Prospects,A,Higher paygrade,1,I am already in Abroad
95,Career Prospects,A,Limited availability of part-time job opportunities during studies,2,I am already in Abroad
95,Career Prospects,A,Strong career prospects and job opportunities post-graduation,3,I am already in Abroad
95,Political Factors,A,Lower living expenses due to economic challenges,1,I am already in Abroad
95,Political Factors,A,Political stability and security in the home country,2,I am already in Abroad
95,Political Factors,A,Abundant access to civil liberties and freedom of expression,3,I am already in Abroad
95,Social Factors,B,Lower cost of living in quieter areas,1,I am already in Abroad
95,Social Factors,B,Abundant opportunities for social interaction,2,I am already in Abroad
95,Social Factors,B,Limited social integration and community engagement,3,I am already in Abroad
95,Economic Factors,A,Access to diverse job opportunities with competitive salaries,1,I am already in Abroad
95,Economic Factors,A,Limited availability of affordable housing options,2,I am already in Abroad
95,Economic Factors,A,Higher cost of living in urban areas,3,I am already in Abroad
95,Safety/Security,B,Low crime rates,1,I am already in Abroad
95,Safety/Security,B,Efficient emergency services,2,I am already in Abroad
95,Safety/Security,B,Active police presence,3,I am already in Abroad
95,University Preference,B,Diverse availability of desired courses,1,I am already in Abroad
95,University Preference,B,Moderately prestige and reputation of universities,2,I am already in Abroad
95,University Preference,B,More opportunity after graduation,3,I am already in Abroad
95,Language Access,B,Requirement for language proficiency tests (IELTS/PET/TOEFL),1,I am already in Abroad
95,Language Access,B,Different primary language spoken requiring language adaptation,2,I am already in Abroad
95,Language Access,B,Some level of language barrier may exist making communication less straightforward,3,I am already in Abroad
95,Cultural Exposure,B,Limited cultural exposure and diversity on campus,1,I am already in Abroad
95,Cultural Exposure,B,Accessible cultural events,2,I am already in Abroad
95,Cultural Exposure,B,Greater opportunities for cultural exchange,3,I am already in Abroad
95,Research Opportunities,B,Abundant availability of research job opportunities after studies,1,I am already in Abroad
95,Research Opportunities,B,High collaborations with other researchers,2,I am already in Abroad
95,Research Opportunities,B,Limited research opportunities and resources available during studies,3,I am already in Abroad
95,Environmental Factors,A,Limited availability of outdoor recreational activities,1,I am already in Abroad
95,Environmental Factors,A,Access to clean and sustainable living environments,2,I am already in Abroad
95,Environmental Factors,A,Higher cost of living in environmentally rich regions,3,I am already in Abroad
96,Education Quality,B,High tuition fees,1,No plan to go
96,Education Quality,B,Moderate-quality education,2,No plan to go
96,Education Quality,B,Abundant availability of scholarships,3,No plan to go
96,Career Prospects,A,Higher paygrade,1,No plan to go
96,Career Prospects,A,Strong career prospects and job opportunities post-graduation,2,No plan to go
96,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,No plan to go
96,Political Factors,A,Lower living expenses due to economic challenges,1,No plan to go
96,Political Factors,A,Political stability and security in the home country,2,No plan to go
96,Political Factors,A,Abundant access to civil liberties and freedom of expression,3,No plan to go
